row_id,index,stageIds,gameId,createdAt,targets,payoffs,repNum,text,playerId,role,type,submitted
g3zCdpuspGBjLjkfG,1,"kY5fWhiQZLbxEjcRw,Taq556jKYHDYXZ9ta",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",1,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
ffgSfrus3mfQXcMGY,2,"TankasDpcEJz6bfHj,zzLd6wrrAf5oRzrP5",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",2,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
ffgSfrus3mfQXcMGY,2,"TankasDpcEJz6bfHj,zzLd6wrrAf5oRzrP5",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",2,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
xLTv2KhgoGtHPm7Qh,3,"8usR3eqvtnrnNpQtY,GDKidWgMzzZe9WaR2",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",3,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
xLTv2KhgoGtHPm7Qh,3,"8usR3eqvtnrnNpQtY,GDKidWgMzzZe9WaR2",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",3,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
LAhmHxA9msSnv2Ero,4,"zvNHeJ2g9yowDyTS4,tbmhfWptpTzDGsRAZ",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":7},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",4,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
LAhmHxA9msSnv2Ero,4,"zvNHeJ2g9yowDyTS4,tbmhfWptpTzDGsRAZ",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":7},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",4,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
oR5mMrXQTQL2BrLt5,5,"WyFcQtuWBTS25zrBJ,EmtBE2cc6Lwtk4Kt6",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",5,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
oR5mMrXQTQL2BrLt5,5,"WyFcQtuWBTS25zrBJ,EmtBE2cc6Lwtk4Kt6",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",5,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
GQCHz6TBzEyK3ySnX,6,"MMRsJqKch9QTAuhin,ozRRvevj6G8uK87WQ",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",6,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
GQCHz6TBzEyK3ySnX,6,"MMRsJqKch9QTAuhin,ozRRvevj6G8uK87WQ",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",6,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
roQgvYhrLEdLHocZi,7,"aCdttfoQjxFrQYmeb,r9BSNk95zijXQ9KWm",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":3},""BA"":{""p1"":3,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",7,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
roQgvYhrLEdLHocZi,7,"aCdttfoQjxFrQYmeb,r9BSNk95zijXQ9KWm",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":3},""BA"":{""p1"":3,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",7,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
jYZaeA2zRPQpD98JB,8,"mTWSymh5FiSggnJed,2Dt5p9j3rTdCyH3gs",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":3,""p2"":3},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",8,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
jYZaeA2zRPQpD98JB,8,"mTWSymh5FiSggnJed,2Dt5p9j3rTdCyH3gs",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":3,""p2"":3},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",8,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
QgrQmQiAaAgP36ddx,9,"sXM25h2CnvvMG2Cha,AGwfdpn55pFtvbBsd",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",9,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
QgrQmQiAaAgP36ddx,9,"sXM25h2CnvvMG2Cha,AGwfdpn55pFtvbBsd",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",9,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
QZnAJ2unvCKe3XoJk,10,"H2sEod76aeF5ZFPhf,hvrDCcJsR2A73JMDD",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",10,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
QZnAJ2unvCKe3XoJk,10,"H2sEod76aeF5ZFPhf,hvrDCcJsR2A73JMDD",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",10,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
CX3ipZzMDdpnSjA26,11,"kJrxWz7Bazk9MjQPq,BtpGrb8mbN7pnPBJn",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",11,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
CX3ipZzMDdpnSjA26,11,"kJrxWz7Bazk9MjQPq,BtpGrb8mbN7pnPBJn",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",11,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
roXA5jyhire4zH34h,12,"MzbPerHMpm7ELhYDS,sKB7ThAewWYsnJRZy",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":4},""BA"":{""p1"":4,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",12,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
roXA5jyhire4zH34h,12,"MzbPerHMpm7ELhYDS,sKB7ThAewWYsnJRZy",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":4},""BA"":{""p1"":4,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",12,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
G6m7hWjc2yedk7WCL,13,"sv3NKaTzWRHFSPzD4,bZ4nLycR8hosXFhL3",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",13,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
G6m7hWjc2yedk7WCL,13,"sv3NKaTzWRHFSPzD4,bZ4nLycR8hosXFhL3",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",13,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
ZB9QsfpT5Fk4Kir2Y,14,"ivAy6o6Xaa8z8tXae,chvJx9ag2EsPmnsBT",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",14,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
ZB9QsfpT5Fk4Kir2Y,14,"ivAy6o6Xaa8z8tXae,chvJx9ag2EsPmnsBT",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",14,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
Ky7yAcTyNnYTqqvLZ,15,"tZEGEqGDnySHGJD9X,yse9RmCtmb7rxQLAd",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",15,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
Ky7yAcTyNnYTqqvLZ,15,"tZEGEqGDnySHGJD9X,yse9RmCtmb7rxQLAd",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",15,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
wuwJa6iiigpgHZ4E5,16,"8aKNjeC3soFYRWnFF,25eFGy28RDhfSQiav",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",16,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
wuwJa6iiigpgHZ4E5,16,"8aKNjeC3soFYRWnFF,25eFGy28RDhfSQiav",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":6},""BA"":{""p1"":6,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",16,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
KTNti5CaBCAKFJJJo,17,"yCRJChewrFg7hBEwf,mtgsJEkS8SCE8xn2n",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",17,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
KTNti5CaBCAKFJJJo,17,"yCRJChewrFg7hBEwf,mtgsJEkS8SCE8xn2n",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":3,""p2"":3}}",17,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
ZmG9uXZyqrX4v2zns,18,"Dp5SryMuiZLmCT3eB,8zYC4QBcuccyDzkP7",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":8},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",18,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
ZmG9uXZyqrX4v2zns,18,"Dp5SryMuiZLmCT3eB,8zYC4QBcuccyDzkP7",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":8},""AB"":{""p1"":0,""p2"":9},""BA"":{""p1"":9,""p2"":0},""BB"":{""p1"":2,""p2"":2}}",18,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
Ej9nWknpCKFgwfWmN,19,"A2FGyCxeTsZK3DdN5,GWpWyfRR8psobRgoF",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",19,NA,aD8amtjzJx6jEyBMp,p2,selectionAlert,TRUE
Ej9nWknpCKFgwfWmN,19,"A2FGyCxeTsZK3DdN5,GWpWyfRR8psobRgoF",zLuA4iDWY3B356FLZ,2021-11-08T19:13:07Z,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",19,NA,Hvv3gEyCGX2zBmXK2,p1,selectionAlert,TRUE
u7yGNjn4Dq5y5roHM,0,"v6nPWYZLvue4SxsPW,WB44sFXPmopS9gkMD",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":3},""BA"":{""p1"":3,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",0,NA,rMFK4T5wzumu8iwh7,p2,selectionAlert,TRUE
u7yGNjn4Dq5y5roHM,0,"v6nPWYZLvue4SxsPW,WB44sFXPmopS9gkMD",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":2,""p2"":2},""AB"":{""p1"":0,""p2"":3},""BA"":{""p1"":3,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",0,NA,m5hyD6u7arfKCWZ2h,p1,selectionAlert,TRUE
n8HQKpFxYZRmFm7dF,1,"NCnamFQy5SLbGCmv2,43kEBgzm2pAEZTimg",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":4},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",1,NA,m5hyD6u7arfKCWZ2h,p1,selectionAlert,TRUE
n8HQKpFxYZRmFm7dF,1,"NCnamFQy5SLbGCmv2,43kEBgzm2pAEZTimg",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":4},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":1,""p2"":1}}",1,NA,rMFK4T5wzumu8iwh7,p2,selectionAlert,TRUE
wsEj3B9Dw6pRLLG5g,2,"2H86pFQXbj8uHjENe,qQypBMvaxgWc4Y8Xn",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",2,NA,rMFK4T5wzumu8iwh7,p2,selectionAlert,TRUE
wsEj3B9Dw6pRLLG5g,2,"2H86pFQXbj8uHjENe,qQypBMvaxgWc4Y8Xn",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":6},""AB"":{""p1"":0,""p2"":7},""BA"":{""p1"":7,""p2"":0},""BB"":{""p1"":5,""p2"":5}}",2,NA,m5hyD6u7arfKCWZ2h,p1,selectionAlert,TRUE
cDKskbvfwDqXJMhaZ,3,"tCbWXBzQjRxYiAcuS,DnhFsFRe5iHfXJrqE",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",3,NA,rMFK4T5wzumu8iwh7,p2,selectionAlert,TRUE
cDKskbvfwDqXJMhaZ,3,"tCbWXBzQjRxYiAcuS,DnhFsFRe5iHfXJrqE",iBNEbA9ZNacrZ97qL,2021-11-08T19:14:41Z,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":5},""AB"":{""p1"":0,""p2"":8},""BA"":{""p1"":8,""p2"":0},""BB"":{""p1"":4,""p2"":4}}",3,NA,m5hyD6u7arfKCWZ2h,p1,selectionAlert,TRUE
