_id,playerId,gameId,createdAt,age,gender,language,raceWhite,raceBlack,raceAsian,raceNative,raceIslander,raceHispanic,education,correctness,human,workedWell,fair,chatUseful,feedback,time,playerIds,game_cond,chat_cond
Mo2MfSKnqfAeJJEwk,GEP2thqtKeEPqmAYh,Z5FZXHNfuyphj5PhR,2022-01-07T17:13:40Z,29,female,english,NA,TRUE,FALSE,NA,NA,NA,bachelor,yes,yes,agree,yes,yes,no,yes,"GEP2thqtKeEPqmAYh,m3yvm4LFxdtfHeBRw",BoS,chat
bLCq36yH7TuuEHk2j,m3yvm4LFxdtfHeBRw,Z5FZXHNfuyphj5PhR,2022-01-07T17:13:40Z,47,Female,English,TRUE,NA,NA,NA,NA,NA,master,yes,no,neutral,Yes,Yes,No,Yes,"GEP2thqtKeEPqmAYh,m3yvm4LFxdtfHeBRw",BoS,chat
SBC77mR664ytsmyFd,2Fsgr2KWbJdTo3ZZQ,FsfQ4y827izGotseF,2022-01-07T17:13:44Z,20,male,Greek,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,stronglyAgree,"Not entirely, but mostly yes.",Yes.,N/A,Yes.,"2Fsgr2KWbJdTo3ZZQ,WNB3KubyGxLpMEYES",BoS,chat
Kqz8rJ9dAvbfEXCEu,WNB3KubyGxLpMEYES,FsfQ4y827izGotseF,2022-01-07T17:14:16Z,21,female,polish,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,"pretty fair, however I feel bad cause they got less money",i hated that it reseted all the time,NA,yes,"2Fsgr2KWbJdTo3ZZQ,WNB3KubyGxLpMEYES",BoS,chat
Ya86JGSQmRgp9mPFK,Pi8bdBNhxNn44uNdJ,PTvBrGnhMF2yLncsp,2022-01-07T17:16:01Z,20,female,portuguese,TRUE,NA,NA,NA,NA,NA,someCollege,yes,no,disagree,Yes,yes,no,yes,"Pi8bdBNhxNn44uNdJ,ek5AGM5aGvZYuDRyH",BoS,chat
zEkwSWSZ9Jdbp78Ai,ek5AGM5aGvZYuDRyH,PTvBrGnhMF2yLncsp,2022-01-07T17:17:29Z,52,female,english,TRUE,NA,TRUE,NA,NA,NA,master,yes,yes,neutral,Yes. Though it felt like I had so little time to choose.,"Yes. Again, timing. We prob should have used it more during game.",At the beginning - instructions page - the page kept flashing & moving up and down. I would guess a fault. It took a while to read!,No.,"Pi8bdBNhxNn44uNdJ,ek5AGM5aGvZYuDRyH",BoS,chat
yq5GtZdNQfxGtiHb4,HajfrsTXaiKg3fBib,huMpijBxhzB7qgijL,2022-01-07T17:17:30Z,21,female,italian,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,yes,yes,no,yes,"3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
wupgvxC94g9PoEerM,3pciS8RTgpzDnkyoK,huMpijBxhzB7qgijL,2022-01-07T17:17:51Z,26,male,Portuguese,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,agree,yea it was fair,"of course, i had to explain the easy strategie to my partner... and he could fail sometimes",i prefered if the chat had an history instead of refreshing,"we clicked every task in 5 seconds, you should put like 20 seconds to respond instead of 3 min.","3pciS8RTgpzDnkyoK,HajfrsTXaiKg3fBib",BoS,chat
jbtuyZmM6WKLu5xrG,mgvdRrSWCx3F22Q9m,qQjJutcTAnoidrRNk,2022-01-07T17:17:55Z,29,male,Portuguese,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,Yes,Yes,No problems found.,Yes,"mgvdRrSWCx3F22Q9m,tMQaWYotFudCLtrcE",BoS,chat
ikjvjPHoqCwAMTF5H,4swErhnRANwAntH8y,vfnssDmogHKt69J8W,2022-01-07T17:18:05Z,19,Female,Polish,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,Yes!,Extremely,"None, thanks!",Plenty of it,"4swErhnRANwAntH8y,WKGaEaWxkF89GASP5",BoS,chat
CnY8tHQjjmcXfFQh8,t6rzkw8iTRgxRFf3y,z8rC9dut5Ap2MqTuu,2022-01-07T17:18:10Z,29,male,english,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,stronglyAgree,yes,yes,"no, it was good fun",yes,"HNDrt2xfdTWLDRvhx,t6rzkw8iTRgxRFf3y",BoS,chat
EeCz7aCeSuzgw7RJP,pZEm25w6mN3gL4Qx7,qATDEbixdfTFgEaX3,2022-01-07T17:18:10Z,21,male,english,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,yes,yes,no,yes,"3NexhWeTuEWHuu6g5,pZEm25w6mN3gL4Qx7",BoS,chat
a9tRWWfGNGyf9WxT5,RSR5yWansLRSYwmS3,HPKNwkNt2QsoLh4Ni,2022-01-07T17:18:11Z,28,male,polish,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,yes,yes,no,yes,"RSR5yWansLRSYwmS3,p92gQxei87LFJP55C",BoS,chat
uPKS88ab9t57b2NEP,tMQaWYotFudCLtrcE,qQjJutcTAnoidrRNk,2022-01-07T17:18:16Z,45,Female,British,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,Yes.,Very easy,"No problems, it was a fun game.",Yes,"mgvdRrSWCx3F22Q9m,tMQaWYotFudCLtrcE",BoS,chat
FoWYuSNWvTKCGH5t3,WKGaEaWxkF89GASP5,vfnssDmogHKt69J8W,2022-01-07T17:18:17Z,30,male,german,TRUE,NA,NA,NA,NA,NA,master,yes,yes,stronglyAgree,it was fair,"yes, very easy","i notice nothing, sorry","yes, time was enough","4swErhnRANwAntH8y,WKGaEaWxkF89GASP5",BoS,chat
iH48FNXqz6Yo9CEJt,p92gQxei87LFJP55C,HPKNwkNt2QsoLh4Ni,2022-01-07T17:18:38Z,23,Female,English,NA,NA,TRUE,FALSE,NA,NA,bachelor,yes,yes,agree,Yes,Yes,No,Yes,"RSR5yWansLRSYwmS3,p92gQxei87LFJP55C",BoS,chat
YYan9ASNWWvjkpmAS,3NexhWeTuEWHuu6g5,qATDEbixdfTFgEaX3,2022-01-07T17:18:47Z,20,Male,NA,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,For sure,Yes and pretty useful,Its very good,More than enought to be honest,"3NexhWeTuEWHuu6g5,pZEm25w6mN3gL4Qx7",BoS,chat
gorqfEzrSR74zrhBG,4EXNanqv6KXsbiN29,uZMYtQaaDrETsLgNo,2022-01-07T17:19:02Z,40,male,English,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,neutral,Yes,Yes,N/A,Absolutely,"4EXNanqv6KXsbiN29,T55x3e4etyNEH9SkG",BoS,chat
hq4DArf9CYABgPgN9,W22TvgSDkAs7BwkDk,EApCFxzD7xBNjX3sd,2022-01-07T17:19:17Z,29,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,stronglyAgree,Yes very fair.,Extremely easy.,No problems.,yes!,"BF4JK2mnp3HZ9yEha,W22TvgSDkAs7BwkDk",BoS,chat
wMkRpZihyJzuCodgS,HNDrt2xfdTWLDRvhx,z8rC9dut5Ap2MqTuu,2022-01-07T17:19:29Z,21,Male,Polish,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,Yes,Very easy,imo new message sound was a little too loud,yes,"HNDrt2xfdTWLDRvhx,t6rzkw8iTRgxRFf3y",BoS,chat
YNKoyXhQWPjANjr45,BF4JK2mnp3HZ9yEha,EApCFxzD7xBNjX3sd,2022-01-07T17:19:31Z,39,female,Czech,TRUE,NA,NA,NA,NA,NA,master,yes,yes,stronglyAgree,yes we made sure we were tied for the amounts,Yup!,The instructions screen reloaded several times which made it difficult to read,Yes the time for deliberation was enough to make strategic decisions,"BF4JK2mnp3HZ9yEha,W22TvgSDkAs7BwkDk",BoS,chat
XeND2JrctbPYNaaaZ,T55x3e4etyNEH9SkG,uZMYtQaaDrETsLgNo,2022-01-07T17:19:54Z,40,male,South Africa,NA,TRUE,NA,NA,NA,NA,someCollege,yes,yes,agree,yes,very easy,N/A,could have been 30 sec longer,"4EXNanqv6KXsbiN29,T55x3e4etyNEH9SkG",BoS,chat
ByPtCeLW8wQFz5M29,W2hQLgAjYbZKH6x5W,xaYY3p4YzND7tkitf,2022-01-07T17:21:00Z,24,male,polish,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,"Yes, we tried to split it in half",Yes,Colors were sometimes hard to describe,"Yes, plenty","W2hQLgAjYbZKH6x5W,xWJADoRxt4sYfv9L8",BoS,chat
jbAGMkSu6dq4E5mRi,xWJADoRxt4sYfv9L8,xaYY3p4YzND7tkitf,2022-01-07T17:21:23Z,19,Male,Hungarian,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,Yes It was fair!,It was easy to use.,"No, there was not any problem.",Yes.,"W2hQLgAjYbZKH6x5W,xWJADoRxt4sYfv9L8",BoS,chat
fxErrWNkKKKZ4hrNi,tb5FsQpyjmGB9z4rw,Th487YtpXtFskC9So,2022-01-07T17:22:08Z,24,Female,Portuguese,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,disagree,Yes,Yes,Nope. Good luck!,No. I wanted to think more.,"TXbXC7Am26TT2GNeg,tb5FsQpyjmGB9z4rw",BoS,chat
CZ9X7CJXAFuxXQmqA,TXbXC7Am26TT2GNeg,Th487YtpXtFskC9So,2022-01-07T17:22:18Z,20,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,neutral,no,yes,no,yes,"TXbXC7Am26TT2GNeg,tb5FsQpyjmGB9z4rw",BoS,chat
viLu6EPGRdP6vbSLC,QAWkDWntmipuk7oRS,W3QWhzvvzxZZbn3mB,2022-01-07T17:22:38Z,22,Male,Portuguese,TRUE,NA,NA,NA,NA,NA,master,yes,yes,stronglyAgree,Yes we ended up with an even amount of payment,Yes,No,"Yes, a lot more than what it was needed","QAWkDWntmipuk7oRS,tpGrrWavY2bsca3xo",BoS,chat
RfrbNnYTmFzm6z8eu,CRvJuBh2iv4TYTCTZ,8cFhyCjqaMjkxpqzh,2022-01-07T17:23:14Z,30,female,english,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,yes,very easy,no,yes we had lots of time,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
MNqdcGkiu6xsvb5Ej,e2sqFhGiJJrYy5Sow,8cFhyCjqaMjkxpqzh,2022-01-07T17:23:22Z,24,male,hungarian,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,yes,yes,no,yes,"CRvJuBh2iv4TYTCTZ,e2sqFhGiJJrYy5Sow",BoS,chat
bNEBJzPbmvF9cQo5F,njdfWPZcQMgSsZaZw,YFY6Y5GvKXmGH6h8y,2022-01-07T17:24:43Z,43,Male,English,TRUE,NA,NA,NA,NA,NA,master,yes,yes,stronglyAgree,Yes,Very easy,None,Yes,"6CwPgXuvh2hWpQ9Lh,njdfWPZcQMgSsZaZw",BoS,chat
FpMnmegsmw5W4wTNR,tpGrrWavY2bsca3xo,W3QWhzvvzxZZbn3mB,2022-01-07T17:24:46Z,27,male,polish,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,stronglyAgree,"Yes, one time I selected for bigger prize for me, the other time for my partner. And in the end we had even payment :)","Yes, it was. Sadly it was refreshing every round but we had a lot of time to discuss. It was nice.","Rather nothing. On the first page with instructions (not consent form) when I was reading and scrolling page... refreshed few times. But game worked pretty nice. It was really interesting study.\n\nThank you and have a nice day,\nK.","Definitely, game was really easy to meet and chat with someone :)","QAWkDWntmipuk7oRS,tpGrrWavY2bsca3xo",BoS,chat
KMXu5bgJ7x63yw4C3,6CwPgXuvh2hWpQ9Lh,YFY6Y5GvKXmGH6h8y,2022-01-07T17:25:16Z,25,male,Greek,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,stronglyAgree,Yes the pay was fair,Very easy,"No problems , really liked it! Invite me in more of these! Loved it!",More than enough,"6CwPgXuvh2hWpQ9Lh,njdfWPZcQMgSsZaZw",BoS,chat
KZPXJcm9sHo5Bdhmj,a8QmY4jecMp8NLFEi,hz6hL4GTW3WoPBXAq,2022-01-07T17:26:20Z,22,male,portuguese,TRUE,NA,NA,NA,NA,NA,bachelor,NA,yes,stronglyAgree,yes,yes,no,yes,"a8QmY4jecMp8NLFEi,jgpotgNmBQWjkRAek",BoS,chat
utxRX2rrfXJh8S5WE,hD2MkKW2PfKYPtYW8,sr8J9842CEWL5WLRn,2022-01-07T17:27:42Z,29,male,polish,TRUE,NA,NA,NA,NA,NA,master,yes,no,neutral,Yes,Yes,Nope,Yes,"A2xEsfcmHdB8JWkaM,hD2MkKW2PfKYPtYW8",BoS,chat
BnoDGLMQyQ29CLs5K,A2xEsfcmHdB8JWkaM,sr8J9842CEWL5WLRn,2022-01-07T17:27:54Z,31,Male,French,NA,NA,TRUE,NA,NA,NA,master,yes,no,neutral,Yes it was totally fair,"It was really easy to use. Maybe adding a ""typing"" functionnality would've made it even better",No comments!,Yes we totally had enough time on each round,"A2xEsfcmHdB8JWkaM,hD2MkKW2PfKYPtYW8",BoS,chat
7ovCGZk4GfhmSanNN,jgpotgNmBQWjkRAek,hz6hL4GTW3WoPBXAq,2022-01-07T17:28:54Z,21,Male,Polish,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,stronglyAgree,"Yes, it was very fair",Yes,We encountered no problems,Yes,"a8QmY4jecMp8NLFEi,jgpotgNmBQWjkRAek",BoS,chat
C5RwaN8tsvaJoCrLQ,rR2L38qebA58DbaN3,LTEsjoFD9BfbHCWq2,2022-01-07T17:33:25Z,24,Male,Polish,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,I think so,Yes,no,We made agreement so every 10 rounds change of the one who is earning more,"7nvaY2cZm5fSe5To5,rR2L38qebA58DbaN3",BoS,chat
YZpKmf5WvPWFK445j,7nvaY2cZm5fSe5To5,LTEsjoFD9BfbHCWq2,2022-01-07T17:33:50Z,24,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,Absolutly,Yes,Too much time,Too much,"7nvaY2cZm5fSe5To5,rR2L38qebA58DbaN3",BoS,chat
poberiC6K33jL3Cxs,Xx3JaZWPXbD5N6GpY,sBALstkTNra5hRJtK,2022-01-07T17:51:46Z,21,Female,German,TRUE,NA,NA,NA,NA,NA,highSchool,yes,no,disagree,Yes,Yes,No,Yes,"6LC7NqtTdMfTgnLeb,Xx3JaZWPXbD5N6GpY",PD,chat
HdkjFNFPwtwcFRM9z,BhBJAmneFTkSF7RPC,9Sra3aLmBzTD5SjZN,2022-01-07T17:51:46Z,23,female,Polish,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,neutral,"yes, it's arbitrary but it's a game",yes,it was good,"not enough to chat, but didn't need that","9xt6wBs4sCM4dwScx,BhBJAmneFTkSF7RPC",PD,chat
gGFhZWvfbQfZNebcq,6LC7NqtTdMfTgnLeb,sBALstkTNra5hRJtK,2022-01-07T17:51:49Z,25,male,Portuguese,TRUE,NA,NA,NA,NA,NA,master,yes,yes,agree,"yes, a lot.",very useful.,no.,no.,"6LC7NqtTdMfTgnLeb,Xx3JaZWPXbD5N6GpY",PD,chat
FuhJM95yrogNaroXC,uKyFHYAF6JwQuzrfs,nX5cY4ZMqTnXSeqSd,2022-01-07T17:51:56Z,56,male,English,TRUE,NA,NA,NA,NA,NA,master,yes,yes,stronglyAgree,Very fair,"Didn't really use it, we just agreed to play fair at the start",none,Yes but really played instantly,"oFpiJPuv9N95khQvG,uKyFHYAF6JwQuzrfs",PD,chat
QFb8NvrRspPGBSvPu,28RxTbo7SSKZ4Du2G,P6qvQb3csLBaQ6YMK,2022-01-07T17:52:04Z,29,female,russian,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,yes,yes,no,yes,"28RxTbo7SSKZ4Du2G,5g5WEywktqKxAtCwR",PD,chat
YHvknKJLfm2ccMwqJ,oFpiJPuv9N95khQvG,nX5cY4ZMqTnXSeqSd,2022-01-07T17:52:11Z,21,Male,Slovenian,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,Yes,"Yes, it worked well","On the instructions page, the website was jumping back to the top of the page everytime i scrolled to the bottom, so i had to keep scrolling to read the instructions.",Yes,"oFpiJPuv9N95khQvG,uKyFHYAF6JwQuzrfs",PD,chat
H4yJnR2aPH65Hvpsr,9xt6wBs4sCM4dwScx,9Sra3aLmBzTD5SjZN,2022-01-07T17:52:13Z,69,NA,english,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,yes,yes,Well presented and interesting survey. Well done,yes,"9xt6wBs4sCM4dwScx,BhBJAmneFTkSF7RPC",PD,chat
Crmb6EdoueC5EXd46,PaFgMgg27ijZDwKea,qnMPutBMhkoHiTkNv,2022-01-07T17:52:15Z,18,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,agree,Yep,Very easy,Nope,Yep,"FXX94LXCBAq7qSZhS,PaFgMgg27ijZDwKea",PD,chat
ymKK9EhdNBDtyTeLJ,qqg5HXTbXJN4dLnmF,nhRZcP3BNhPGSisz8,2022-01-07T17:52:24Z,25,Male,Polish,TRUE,NA,NA,NA,NA,NA,master,yes,yes,stronglyAgree,Yes,Very easy,Nope,Even too much time,"kPKYPw8bGA8irS5nM,qqg5HXTbXJN4dLnmF",PD,chat
o94mnh5SiABQb7zxh,FXX94LXCBAq7qSZhS,qnMPutBMhkoHiTkNv,2022-01-07T17:52:25Z,54,Female,English,TRUE,NA,NA,NA,NA,NA,bachelor,yes,no,neutral,Yes,Yes,No,Yes,"FXX94LXCBAq7qSZhS,PaFgMgg27ijZDwKea",PD,chat
RDWXfqJmpKZ7vyHAb,5g5WEywktqKxAtCwR,P6qvQb3csLBaQ6YMK,2022-01-07T17:53:10Z,29,Female,Dutch,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,"Sometimes the payoff for working together was a lot lower in terms of individual payment, but in the long run I do think it pays off.","Very easy, went smoothly.",None.,"More than enough time, once I settled on working together the choices were easy to make.","28RxTbo7SSKZ4Du2G,5g5WEywktqKxAtCwR",PD,chat
cEHDkZ8NHqjMKJrN6,kPKYPw8bGA8irS5nM,nhRZcP3BNhPGSisz8,2022-01-07T17:53:26Z,28,female,english,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,Yes,"Yes, during the choosing boxes there wasn't much time to chat",The instruction screen kept messing up and going back to the top when I was trying to read the instructions at the bottom of the page.,"To pick boxes, yes","kPKYPw8bGA8irS5nM,qqg5HXTbXJN4dLnmF",PD,chat
o2iFTbqaFdDSegCBK,9TmRejLwGurfmJwHu,tnYeJsuxQGzZteJhu,2022-01-07T17:53:49Z,54,Male,English,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,Yes,Yes,No problems,"Yes, plenty","9TmRejLwGurfmJwHu,AfwwGjhiv3w5w8bsy",PD,chat
XcWseMvuewxSfyaEh,AfwwGjhiv3w5w8bsy,tnYeJsuxQGzZteJhu,2022-01-07T17:54:12Z,23,Male,English,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,agree,Yes,Yes,No,Yes,"9TmRejLwGurfmJwHu,AfwwGjhiv3w5w8bsy",PD,chat
PspTf4NvtArqh52Nt,QoNvubAahLE3kkjj8,KQ9pHnYsdZo3gckLJ,2022-01-07T17:54:18Z,63,female,Afrikaans,TRUE,NA,NA,NA,NA,NA,highSchool,yes,no,agree,Yes.  The game was fun,"Yes, very easy",No,"Yes, You can not ponder on a answer for to long","EduzRXYv5nQQkuMho,QoNvubAahLE3kkjj8",PD,chat
mFDuDWsF6mXrBu254,SiNz9MJeB2qPaKdp7,gEptB6t2B8zKo2itr,2022-01-07T17:54:18Z,53,female,english,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,agree,yes,yes,interesting,yes,"SiNz9MJeB2qPaKdp7,xap4Mg5WctGodPMbS",PD,chat
PNehxwBHy7jjix9e5,xap4Mg5WctGodPMbS,gEptB6t2B8zKo2itr,2022-01-07T17:54:20Z,31,Male,Greek,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,neutral,Yes.,"Yes, it was.",NA,"Yes, it was enough.","SiNz9MJeB2qPaKdp7,xap4Mg5WctGodPMbS",PD,chat
ramuTmGoJBksumAtF,EduzRXYv5nQQkuMho,KQ9pHnYsdZo3gckLJ,2022-01-07T17:54:21Z,45,Female,Spanish,NA,NA,NA,NA,NA,TRUE,bachelor,yes,yes,disagree,Yes.,Yes.,"When the instructions were given, the page kept refreshing by itself. I had to scroll down a lot of times to keep reading.",Yes.,"EduzRXYv5nQQkuMho,QoNvubAahLE3kkjj8",PD,chat
MbzG3Dnb5hkGcASxF,35Z2ki2xkFL5TMzSC,2otgRid6N9PNQwtSd,2022-01-07T17:54:22Z,40,Female,English,TRUE,NA,NA,NA,NA,NA,someCollege,NA,yes,agree,Yes it was fair.,Yes it was easy to use.,I haven't noticed any problems.,"Yes, the allocated time was enough.","35Z2ki2xkFL5TMzSC,5rdij4Xhy6MuoHGBA",PD,chat
avxf74ehpFwzGpR3d,5rdij4Xhy6MuoHGBA,2otgRid6N9PNQwtSd,2022-01-07T17:54:26Z,32,Female,English,NA,NA,TRUE,NA,NA,NA,bachelor,yes,yes,agree,Yes,"Yes easy to use, spoke to my partner before the game began",No,Yes,"35Z2ki2xkFL5TMzSC,5rdij4Xhy6MuoHGBA",PD,chat
22rpa6qmo27TXn6fx,bH827pqBzPoASDKLL,MZpTnK2MCwzXvW8Qp,2022-01-07T17:55:44Z,28,Male,English,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,agree,"Yes, for sure","Yes, it was simple to talk with my partner, though he didn't seem very talkative.",None.,"Plenty, 3 minutes is more than enough.","ShXiHQQRq2HAirmqP,bH827pqBzPoASDKLL",PD,chat
PGmg5dBNc7ohWjcep,BkAWA2P83AnBmRcif,KxJzRQeo5HikZxreo,2022-01-07T17:55:58Z,35,Male,German,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,agree,Yes,It was but I didn't get a response.,None,Yes,"BkAWA2P83AnBmRcif,Jw5pzBN4uriTckCGA",PD,chat
k8aPgzQqJ7c8FfnRG,Jw5pzBN4uriTckCGA,KxJzRQeo5HikZxreo,2022-01-07T17:56:45Z,24,female,polish,TRUE,NA,NA,NA,NA,NA,master,yes,no,agree,yes,yes,"no, any problems",yes,"BkAWA2P83AnBmRcif,Jw5pzBN4uriTckCGA",PD,chat
f9xYCnmJNDEdijXZX,ShXiHQQRq2HAirmqP,MZpTnK2MCwzXvW8Qp,2022-01-07T17:57:05Z,34,Female,Spanish,NA,NA,NA,FALSE,NA,TRUE,master,yes,no,stronglyAgree,Yes,Yes,When I was reading the instructions the screen was flickering,Yes,"ShXiHQQRq2HAirmqP,bH827pqBzPoASDKLL",PD,chat
8gcTQQECygjzvRs4D,tQJiGLnnkMmBQotHi,kYMiA6nnXyTaEpSQQ,2022-01-07T17:57:50Z,39,female,english,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,stronglyAgree,yes,yes,no,yes,"8HKH4BYfBDGKhHdr3,tQJiGLnnkMmBQotHi",PD,chat
DxhPKYuKgGgBC6wPv,ChAxpjEZpA3XWsBWH,CJoT8TKLrQSZqgMKW,2022-01-07T17:58:31Z,39,female,english,NA,NA,NA,NA,NA,TRUE,highSchool,yes,yes,stronglyAgree,sure,yes,no,yes,"ChAxpjEZpA3XWsBWH,gEXWLWptddhnxNhox",PD,chat
csnsycJFua97Z5usy,8HKH4BYfBDGKhHdr3,kYMiA6nnXyTaEpSQQ,2022-01-07T17:58:37Z,34,Male,Portuguese,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,agree,"Yes, it was fair","Yes, good ideia",nope. all good.\nwish i had the chance to say goodbye :p,yes,"8HKH4BYfBDGKhHdr3,tQJiGLnnkMmBQotHi",PD,chat
FJqjSxjWch8bSmvco,gEXWLWptddhnxNhox,CJoT8TKLrQSZqgMKW,2022-01-07T18:00:31Z,41,female,russian,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,agree,"yes, was fair","The chat was easy, but not during the game. It was too fast to chat and to play.",Did not face any issue. Everything works well.,yes,"ChAxpjEZpA3XWsBWH,gEXWLWptddhnxNhox",PD,chat
nftMxofKaeYBRKCKb,smCqyzYGi6oXv2TKY,i9thMpzYDF4Ga9KTE,2022-01-07T18:00:50Z,25,male,Polish,TRUE,NA,NA,NA,NA,NA,master,NA,yes,stronglyAgree,Yes,Yes,No,Yes,"8B7GaW5vi7KSzAZnJ,smCqyzYGi6oXv2TKY",PD,chat
yMMN262EgHfKuaboy,we9HQqEE2wpn3Awnw,Gyc9Cqxhktfmu7HW6,2022-01-07T18:01:22Z,23,female,portugueses,TRUE,NA,NA,NA,NA,NA,someCollege,yes,yes,neutral,yes,yes,no,yes,"ijKJH4jqArcA8rFpu,we9HQqEE2wpn3Awnw",PD,chat
9LmpiMwrXJ95qF2bW,8B7GaW5vi7KSzAZnJ,i9thMpzYDF4Ga9KTE,2022-01-07T18:01:27Z,21,Male,Spanish,TRUE,NA,NA,NA,NA,NA,bachelor,yes,yes,agree,"Yes, I think is fair",Was so easy to use,"No, no problems","Yes, we have so much time to decide","8B7GaW5vi7KSzAZnJ,smCqyzYGi6oXv2TKY",PD,chat
deLdQuGW75vmhesck,R3hf6KBWwar7DMoMX,And6a7tYJwANXPEZL,2022-01-07T18:02:18Z,29,female,english,TRUE,NA,NA,NA,NA,NA,highSchool,yes,yes,stronglyAgree,yes  very,yes very,it glitched a little bit at the beginning but it did not stop me from completely the task,plenty,"R3hf6KBWwar7DMoMX,Yz88v78EY5jNdzcYu",PD,chat
