_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,data.role,data.name,data.avatar,data.nameColor,data.bonus,data.targets,data.clicked,data.timeClick,data.scoreIncrement,data.exitTimeoutId,data.exited
uKyFHYAF6JwQuzrfs,,2022-01-07T17:41:41Z,,,ExitSurvey,2022-01-07T17:50:39Z,finished,,,,2022-01-07T17:40:00Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.8600000000000025,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,1865,7,,
xap4Mg5WctGodPMbS,,2022-01-07T17:42:12Z,,,ExitSurvey,2022-01-07T17:53:13Z,finished,,,,2022-01-07T17:40:02Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.5000000000000013,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",B,2977,2,,
5g5WEywktqKxAtCwR,,2022-01-07T17:41:07Z,,,ExitSurvey,2022-01-07T17:51:27Z,finished,,,,2022-01-07T17:40:03Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.9800000000000018,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,1364,6,,
BkAWA2P83AnBmRcif,,2022-01-07T17:42:44Z,,,ExitSurvey,2022-01-07T17:54:29Z,finished,,,,2022-01-07T17:40:05Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.7400000000000024,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,2850,5,,
Yz88v78EY5jNdzcYu,,2022-01-07T17:41:46Z,,,ExitSurvey,2022-01-07T18:00:50Z,finished,,,,2022-01-07T17:40:06Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,4.100000000000001,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,3493,5,,
tQJiGLnnkMmBQotHi,,2022-01-07T17:41:12Z,,,ExitSurvey,2022-01-07T17:57:06Z,finished,,,,2022-01-07T17:40:06Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.7000000000000024,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",A,11546,6,,
FXX94LXCBAq7qSZhS,,2022-01-07T17:41:25Z,,,ExitSurvey,2022-01-07T17:51:31Z,finished,,,,2022-01-07T17:40:07Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.0000000000000013,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,928,5,,
rDw7mfobPrNuLQMid,,2022-01-07T17:41:19Z,,,"Sorry,ExitSurvey",2022-01-07T17:43:07Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-01-07T17:40:09Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",false,false,0,3706,true
28RxTbo7SSKZ4Du2G,,2022-01-07T17:40:50Z,,,ExitSurvey,2022-01-07T17:51:27Z,finished,,,,2022-01-07T17:40:09Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.9800000000000018,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,1709,6,,
7AKYBNoF5vLzZnEKd,,2022-01-07T17:41:51Z,,,,2022-01-07T18:47:51Z,gameCancelled,,,,2022-01-07T17:40:12Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,0,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",false,false,0,,
PaFgMgg27ijZDwKea,,2022-01-07T17:41:23Z,,,ExitSurvey,2022-01-07T17:51:31Z,finished,,,,2022-01-07T17:40:13Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.1000000000000014,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,2591,5,,
9TmRejLwGurfmJwHu,,2022-01-07T17:41:19Z,,,ExitSurvey,2022-01-07T17:52:51Z,finished,,,,2022-01-07T17:40:15Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.580000000000002,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",B,6311,6,,
oFpiJPuv9N95khQvG,,2022-01-07T17:41:46Z,,,ExitSurvey,2022-01-07T17:50:39Z,finished,,,,2022-01-07T17:40:23Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.9400000000000026,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,981,7,,
EduzRXYv5nQQkuMho,,2022-01-07T17:42:20Z,,,ExitSurvey,2022-01-07T17:52:35Z,finished,,,,2022-01-07T17:40:27Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,4.060000000000001,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",B,2525,7,,
QoNvubAahLE3kkjj8,,2022-01-07T17:42:26Z,,,ExitSurvey,2022-01-07T17:52:35Z,finished,,,,2022-01-07T17:40:28Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.6400000000000001,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",A,-4465,0,,
we9HQqEE2wpn3Awnw,,2022-01-07T17:43:54Z,,,ExitSurvey,2022-01-07T17:59:43Z,finished,,,,2022-01-07T17:40:29Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,4.620000000000001,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",B,4681,9,,
5rdij4Xhy6MuoHGBA,,2022-01-07T17:41:26Z,,,ExitSurvey,2022-01-07T17:53:15Z,finished,,,,2022-01-07T17:40:30Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.8000000000000025,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,2939,2,,
ShXiHQQRq2HAirmqP,,2022-01-07T17:43:40Z,,,ExitSurvey,2022-01-07T17:54:37Z,finished,,,,2022-01-07T17:40:32Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.260000000000001,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",A,-2306,5,,
SiNz9MJeB2qPaKdp7,,2022-01-07T17:42:17Z,,,ExitSurvey,2022-01-07T17:53:13Z,finished,,,,2022-01-07T17:40:37Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.8200000000000016,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",B,2042,2,,
BpvJs5rvrxD9SBefq,,2022-01-07T17:41:57Z,,,"Sorry,ExitSurvey",2022-01-07T17:42:49Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-01-07T17:40:47Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",false,false,0,3566,true
KmCtDSvhwPqH35swe,,2022-01-07T17:41:16Z,,,"Sorry,ExitSurvey",2022-01-07T17:45:40Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-01-07T17:40:51Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,0,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",false,false,0,2493,true
Jw5pzBN4uriTckCGA,,2022-01-07T17:42:53Z,,,ExitSurvey,2022-01-07T17:54:29Z,finished,,,,2022-01-07T17:41:20Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.7000000000000024,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,3364132,5,,
ijKJH4jqArcA8rFpu,,2022-01-07T17:45:28Z,,,ExitSurvey,2022-01-07T17:59:43Z,finished,,,,2022-01-07T17:41:41Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,1.2600000000000002,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",A,3422,0,,
bH827pqBzPoASDKLL,,2022-01-07T17:43:07Z,,,ExitSurvey,2022-01-07T17:54:37Z,finished,,,,2022-01-07T17:42:24Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.800000000000002,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",A,2123,5,,
gEXWLWptddhnxNhox,,2022-01-07T17:46:04Z,,,ExitSurvey,2022-01-07T17:57:30Z,finished,,,,2022-01-07T17:42:26Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.9400000000000017,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}",A,964,8,,
8B7GaW5vi7KSzAZnJ,,2022-01-07T17:49:54Z,,,ExitSurvey,2022-01-07T18:00:25Z,finished,,,,2022-01-07T17:43:05Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.700000000000002,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",A,3472,0,,
ChAxpjEZpA3XWsBWH,,2022-01-07T17:48:09Z,,,ExitSurvey,2022-01-07T17:57:30Z,finished,,,,2022-01-07T17:45:25Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,3.780000000000002,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",A,3856,8,,
smCqyzYGi6oXv2TKY,,2022-01-07T17:51:34Z,,,ExitSurvey,2022-01-07T18:00:25Z,finished,,,,2022-01-07T17:50:32Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,4.2200000000000015,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",B,3304,9,,
KrnKC8G4jPE66BxwA,,2022-01-07T17:54:04Z,,,"Sorry,ExitSurvey",2022-01-07T18:03:37Z,gameLobbyTimedOut,,,,2022-01-07T17:52:44Z,,,,,,,,,,,
EdZE2AZDi4huLXpyz,,2022-01-07T19:08:33Z,,,ExitSurvey,2022-01-07T19:18:00Z,finished,,,,2022-01-07T19:07:23Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.4000000000000017,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",A,3337,5,,
a9szXnsM5siPjp2aD,,2022-01-07T19:09:03Z,,,ExitSurvey,2022-01-07T19:19:11Z,finished,,,,2022-01-07T19:07:24Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.6800000000000006,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}",A,269,0,,
SauqrumwrhKRbERkp,,2022-01-07T19:08:34Z,,,ExitSurvey,2022-01-07T19:18:00Z,finished,,,,2022-01-07T19:07:25Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,3.5800000000000014,"{""image"":""/experiment/green-crate.jpeg"",""label"":""B""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""}",A,856,8,,
bdg9TFoHnoissCx5C,,,,,,2022-01-07T19:22:30Z,gameLobbyTimedOut,,,,2022-01-07T19:07:25Z,,,,,,,,,,,
tEynWRbuiPy2oTAbk,,2022-01-07T19:08:57Z,,,ExitSurvey,2022-01-07T19:18:28Z,finished,,,,2022-01-07T19:07:25Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.3600000000000008,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,2924,2,,
hbmXypLEx5hsRnS8C,,2022-01-07T19:08:52Z,,,"Sorry,ExitSurvey",2022-01-07T19:09:19Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2022-01-07T19:07:26Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,0,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",false,false,0,3263,true
W8eyPiHKGL5ppzC3Z,,2022-01-07T19:08:27Z,,,ExitSurvey,2022-01-07T19:18:15Z,finished,,,,2022-01-07T19:07:26Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.24,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""}",A,2727,0,,
Mz2HhWXT6y2iEL9ZY,,2022-01-07T19:08:54Z,,,ExitSurvey,2022-01-07T19:18:31Z,finished,,,,2022-01-07T19:07:29Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,1.8200000000000003,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}",A,1334,0,,
b48QCgmStFJFC9thE,,2022-01-07T19:08:48Z,,,,2022-01-07T19:55:17Z,gameCancelled,,,,2022-01-07T19:07:29Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,0,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",false,false,0,,
NXG9xrubeMAiaBGcz,,2022-01-07T19:09:01Z,,,ExitSurvey,2022-01-07T19:17:59Z,finished,,,,2022-01-07T19:07:32Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.4200000000000004,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,-2803,7,,
ZthpTAXyurpXARiZJ,,2022-01-07T19:12:37Z,,,ExitSurvey,2022-01-07T19:21:58Z,finished,,,,2022-01-07T19:07:34Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.6800000000000006,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""}",A,-95,7,,
QcuF92NqDkgnXPkhQ,,2022-01-07T19:09:01Z,,,ExitSurvey,2022-01-07T19:19:11Z,finished,,,,2022-01-07T19:07:35Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.0800000000000005,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",B,-718,0,,
cwC3fuqd2fsEz32EQ,,2022-01-07T19:08:31Z,,,ExitSurvey,2022-01-07T19:18:15Z,finished,,,,2022-01-07T19:07:35Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.0599999999999996,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",B,1430,0,,
xGqpMhYJv6JDsDTbn,,2022-01-07T19:08:46Z,,,ExitSurvey,2022-01-07T19:19:44Z,finished,,,,2022-01-07T19:07:36Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.4000000000000004,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,6416,8,,
ZYCW9Kj8KbvLRvhrR,,2022-01-07T19:09:27Z,,,ExitSurvey,2022-01-07T19:22:31Z,finished,,,,2022-01-07T19:07:38Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.4,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,2882,0,,
Er4MvF9jMLZkmNyiQ,,2022-01-07T19:08:58Z,,,ExitSurvey,2022-01-07T19:18:28Z,finished,,,,2022-01-07T19:07:39Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.4800000000000004,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""}",A,1938,8,,
Gbnikvq7xGtyLrdjt,,2022-01-07T19:11:47Z,,,ExitSurvey,2022-01-07T19:23:55Z,finished,,,,2022-01-07T19:07:43Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,1.7400000000000002,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""},{""image"":""/experiment/crate.jpeg"",""label"":""A""}",A,2240,4,,
YhGSa5DHDmpgAcQJa,,2022-01-07T19:09:06Z,,,ExitSurvey,2022-01-07T19:22:10Z,finished,,,,2022-01-07T19:07:43Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,1.8200000000000005,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",B,4452,2,,
CzM2kpPxAZHZZEGk2,,2022-01-07T19:07:50Z,,,ExitSurvey,2022-01-07T19:17:08Z,finished,,,,2022-01-07T19:07:46Z,p1,Repi,/avatars/jdenticon/Samuel,#8138A8,2.6200000000000006,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}",B,3434,0,,
bmuuPXnwdYujAH4fh,,2022-01-07T19:08:42Z,,,ExitSurvey,2022-01-07T19:19:44Z,finished,,,,2022-01-07T19:07:47Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,2.3400000000000003,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/green-crate.jpeg"",""label"":""A""}",A,8095,3,,
TXFG84gMH2ETa846v,,2022-01-07T19:09:46Z,,,ExitSurvey,2022-01-07T19:19:18Z,finished,,,,2022-01-07T19:07:48Z,p2,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.4800000000000004,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""}",A,3099,0,,
DWtnxhprAFHvWpfPw,,2022-01-07T19:10:27Z,,,ExitSurvey,2022-01-07T19:23:06Z,finished,,,,2022-01-07T19:07:51Z,p2,Repi,/avatars/jdenticon/Samuel,#8138A8,3.240000000000001,"{""image"":""/experiment/crate.jpeg"",""label"":""B""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""}",B,772,7,,
nXi2XRmPSwHBMH7QZ,,2022-01-07T19:08:59Z,,,ExitSurvey,2022-01-07T19:17:59Z,finished,,,,2022-01-07T19:07:59Z,p1,Minu,/avatars/jdenticon/Alaina,#7ACC66,2.420000000000001,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}",A,-102,8,,
